video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"Rk0kNhHGRL0","Highlights FC Barcelona vs RCD Mallorca (5-2)","2019-12-07T22:44:43.000Z","UCTv-XvfzLX3i4IGWAm4sbmA","LaLiga Santander","17","19.08.12","española|oficial|soccer|football|spanish league|laliga|resumen|highlight|FC Barcelona vs RCD Mallorca 5-2|sp:st=soccer|sp:vl=en|sp:dt=2019-12-07T20:00:00Z|sp:ti:home=fcb|sp:ti:away=mll|sp:ty=high|sp:or=2|sp:li=liga|matchday|hl|highlights|Balon de Oro|Balón de Oro|Ter Stegen|Manolo Reina|Sastre|Budimir|Frenkie De Jong|Salva Sevilla|Sergi Roberto|Luis Suárez|Lenglet|Piqué|Pique|Vicente Moreno|Valverde|Rakitic|Busquets","2329004","27792","1085","1215","https://i.ytimg.com/vi/Rk0kNhHGRL0/default.jpg","False","False","FC Barcelona's strong win against RCD Mallorca at the Camp Nou with hat-trick by Leo Messi and goals from Griezmann and Luis Suarez #BarçaRCDMallorca J16 LaLiga Santander 2019/2020Subscribe to the Official Channel of LaLiga Santander in HD | 2019-12-07 00.00h | J16 | BAR | MLLLaLiga Santander on YouTube: http://goo.gl/Cp0tCLaCopa on YouTube: http://bit.ly/1P4ZriPLaLiga SmartBank on YouTube: http://bit.ly/1OvSXbiFacebook: https://www.facebook.com/LaLigaTwitter: https://twitter.com/LaLigaInstagram: https://instagram.com/laligaGoogle+: http://goo.gl/46Py9"
"ENhVeYyOg8M","MULHER-MARAVILHA E LA CASA DE PAPEL NA CCXP19 | Live","2019-11-18T17:36:00.000Z","UCaSAM5kna2KyX-uVLSGr8PQ","omeleteve","24","19.08.12","omelete|omeletv|omeleteve|review omelete|critica omelete|novidades omelete|noticias omelete|omelete heroi|CCXP|Comic Con|Comic Con Experience|Comic Com|Comic Con SP|Comic Con Brasil|Comicon|ccxp19|ccxp 19|ccxp 2019|mulher maravilha ccxp|gal gadot ccxp|mulher maravilha comic con|la casa de papel ccxp|netflix ccxp19|trailer mulher maravilha ccxp","70814","4481","145","0","https://i.ytimg.com/vi/ENhVeYyOg8M/default_live.jpg","False","False","Chegamos ao fim! No último dia de CCXP19, receberemos Gal Gadot, a Mulher-Maravilha, o elenco de La Casa de Papel e mais! Não perca!!#ccxp19 #mulhermaravilha #lacasadepapelASSINE O CANAL :) http://youtube.com/omeleteveTwitter: http://www.twitter.com/omeleteFacebook: http://www.facebook.com/siteomelete"
"tmvVxTSdjnU","COISAS QUE ACONTECEM EM FILMES DE TERROR I Falaidearo","2019-12-07T16:30:02.000Z","UCCJC7YIZytEccbU0AWQIBHA","Falaidearo","24","19.08.12","falaidearo20172|falaidearo|fala ai dearo|gabriel dearo|manu digilio|risada|engraçado|vlog|humor|diversão|comédia|TERROR|filme de terror|filmes de terror|coisas que acontecem|coisas que acontecem em filmes de terror|fantasma|medo|espírito","633006","58064","1014","3448","https://i.ytimg.com/vi/tmvVxTSdjnU/default.jpg","False","False","Coisas que acontecem em Filmes de Terror!O melhor presente para o seu natal: https://www.saraiva.com.br/as-aventuras-de-mike-10605185/pSEGUE A GENTE!✔ Instagram: @Superdearo https://www.instagram.com/superdearo/@Manudigilio https://www.instagram.com/manudigilio/✔ Twitter: @Superdearo https://twitter.com/superdearo@Manudigilio https://twitter.com/manudigilioContato Profissional:superdearo@gmail.comQuer mandar algo pra gente?Caixa Postal: 3003CEP: 14010-971Ribeirão Preto - SP- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Conheça nossos outros canais:Meu Mundo Babaca: https://www.youtube.com/meumundobabacaOperação Cinema: https://www.youtube.com/operacaocinema- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Canal FalaidearoGabriel DearoManuela Digilio- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -Músicas do vídeo:epidemicsound.com/"
"C_0b_aoNtos","Lucas promete dar R$ 100 mil para Hari caso ganhe","2019-12-07T22:39:03.000Z","UCw4YGFtvDgOL09KrFpqj6kg","A Fazenda","24","19.08.12","acelere|aclr|a fazenda|vem aí a fazenda|fazenda talks|marcos mion|rodrigo carelli|lucas salles|multiplataforma|reality show|record tv|peões|roça|prova do fazendeiro|poder da chama|prova de fogo|Andréa Nóbrega|Aricia Silva|Bifão|Diego Grossi|Drika Marinho|Guilherme Leão|Hari Almeida|Lucas Viana|Netto|Phellipe Haagensen|Rodrigo Phavanello|Sabrina Paiva|Tati Dias|Thayse Teixeira|Túlio Maravilha","193753","6686","388","1223","https://i.ytimg.com/vi/C_0b_aoNtos/default.jpg","False","False","O casal fala sobre situações do passado e Lucas lembra do momento em que prometeu dar o valor para a amada, caso ganhe o reality show. Hari respondeu que vai cobrar! Quer saber o que acontece o tempo todo em A Fazenda? Acesse PlayPlus e acompanhe tudo 24 horas ou assista à íntegra dos programas.Inscreva-se no canal A Fazenda: http://r7.com/8IZb Site oficial: https://afazenda.r7.com/a-fazenda-11Assista às íntegras no PlayPlus: https://www.playplus.comFacebook: https://www.facebook.com/AFazendaRecordInstagram: https://www.instagram.com/afazendarecordTwitter: https://twitter.com/afazendarecord#AFazenda #MarcosMion"
"rMp_9O_Djf0","TEM UMA GELADEIRA PRÉ HISTÓRICA NA NOSSA CASA - Ep.1411","2019-12-08T00:35:44.000Z","UCtrjFP7i92_30uv6IehwE5Q","Cadê a chave?","24","19.08.12","Leon|Martins|Nilce|Moretto|nilmoretto|leon|intercambio|intercâmbio|imigrar|br|pt|ptbr|canada|casa nova|imóvel no canada|comodo frio|geladeira natural|despensa de alimentos|como é se mudar|mudança para a casa nova|organização|organização de vida|ecologia|reciclagem|educacão|Leon fez a barba","373082","64519","279","1251","https://i.ytimg.com/vi/rMp_9O_Djf0/default.jpg","False","False","Camisas Coisa de Nerd  http://bit.ly/2arsmPrNeste vídeo, um update da mudança e as descobertas que fizemos na casa nova. Descobrimos que entregadores do Canada largam suas encomendas na porta, que existe um cômodo frio nas casas que serve pra guardar comida e que é o Leon que vai ter que acordar de madrugada para tirar o lixo. Snapchat do CAC: cadeachaveFACEBOOK do CAC: https://facebook.com/kdchaveInstagram do Leon: https://instagram.com/cdnleonCanal CoisadeNerd (GAMES) https://youtube.com/coisadenerdFacebook do Leon: https://facebook.com/coisadenerdTwitter da Nilce: https://twitter.com/nilmorettoInstagram da Nilce:  https://instagram.com/nilmorettoMusic by: Epidemic Sound www.epidemicsound.comYoutube (Ferramentas de Criação) Pacote Royalty Free do Sony Vegas"
"ff3r10rCKFs","Henrique e Juliano - LIBERDADE PROVISÓRIA - DVD Ao Vivo No Ibirapuera","2019-12-06T14:01:10.000Z","UCfLTxnQboSLcoSakgONmukQ","Henrique e Juliano","10","19.08.12","Ceu particular|Pra que juizo|Sereia|Estrelas cadentes|As vezes|Recaidas|Mudando de assunto|Quem ama sempre entende|Cuida bem dela|Ate você voltar|Sertanejo|Henrique & Juliano|Gordinho Saliente|Não tô valendo nada|Me enrosquei de novo|liberdade provisoria|liberdade provisória|henrique e juliano liberdade provisoria","2808724","143517","1900","4351","https://i.ytimg.com/vi/ff3r10rCKFs/default.jpg","False","False","Henrique e Juliano - LIBERDADE PROVISÓRIA - DVD Ao Vivo No IbirapueraLIBERDADE PROVISÓRIA [ letra ]Compositores: Henrique Casttro, Elvis ElanNo inicio foi assimTerminou tá terminadoCada um pro seu ladoNão precisa ligar maisSó que foi eu quem terminouE quem foi largado não esperaEu segui minha vidaAté ela começar seguir a delaE do meio pro finalEu só ia pra onde ela tavaCada beijo no rosto que outraBoca dava eu morria de raivaE ela tava mais lindaCada vez que eu olhavaO ciúmes não tava batendoTava dando porradaE eu implorei, pra voltarE ela me matou na unhaDisse que eu tava solteiroEu tava solteiro porra nenhumaImplorei pra voltarNão me manda emboraSou preso da sua vidaEra só liberdade provisóriaVai ter que me aceitar de voltaAAh aah#henriqueejuliano #liberdadeprovisoria #dvdaovivonoibirapuera"
"a2vla34Drdg","JayA Luuck - Nemo (Videoclipe Oficial)","2019-12-07T16:37:27.000Z","UCqrFwa5vueOTzGZ7NSlnvlQ","PineappleStormTV","10","19.08.12","rap|nacional|pineapple|brainstorm|costa|gold|poetas|no|topo|perfil|acustico|ducon|contra|corrente|menestrel|sagaz|cone|crew|diretoria|cacife|clandestino|filipe|ret|marcelo|d2|sain|bloco|djonga|baco|froid|choice|oriente|3030|haikaiss|quinto|andar|sintese|neto|modestia|parte|diomedes|chinaski|shawlin|morcego|caixa|baixa|coringa|um44k|luccas|carlos|cartel|king|mac|delarima|piramide|perdida|don|cesao|racionais|rzo|negra|li|flora|matos|emicida|sabotage|mano|brown","549862","113196","1328","3925","https://i.ytimg.com/vi/a2vla34Drdg/default.jpg","False","False","Uma Realização Pineapple Storm RecordsMusica - NemoLetra - JayA LuuckBeat - JogzzMixagem e Masterização - Malive Captação - A.J. (Estúdio Fresh Mind Co.)Produção Executiva - Paulo AlvarezProdução audiovisual - @Fresh Mind Co. Direção: Uriel Calomeni e Luis Luix | @urielcalomeni & @luisluixDireção de Fotografia: Uriel CalomeniProdução: Renato Marinho | @jamessemEdição: Luís Luix FRESH MIND CO. https://www.facebook.com/freshmindcohttps://www.instagram.com/freshmindcohttp://freshmindco.com.brNOVA LOJA ONLINE PINEAPPLE:https://www.pineapplesupply.com.br/loja/"
"V-p2wEu_hNg","Lazio 3-1 Juventus | Lazio Shock Juve with 3-Goal Comeback after CR7 Opener! | Serie A","2019-12-07T22:39:43.000Z","UCBJeMCIeLQos7wacox4hmLQ","Serie A","17","19.08.12","Juventus|Lazio 3-1 Juventus|lazio juventus 3 1|Serie A|juventus vs lazio highlights|Ronaldo|Cristiano Ronaldo|goals|Milinkovic-Savic|Felipe Caicedo|lazio vs juventus live|Higuain|Dybala|highlights|Insigne|AC Milan|Inter Milan|Napoli|Roma|CR7|full highlights|watch|stream|calcio|Italia|lukaku|de ligt|balotelli|lazio vs juventus|milinkovic-savic sergej|Luiz Felipe|sp:ty=high|sp:dt=2019-12-07T18:45:00Z|sp:st=soccer|sp:li=seri|sp:ti:home=LAZ|sp:ti:away=JUV|sp:vl=en","3310361","41597","2129","3788","https://i.ytimg.com/vi/V-p2wEu_hNg/default.jpg","False","False","Lazio fight back to beat 10-man Juventus with goals from Luiz Felipe, Milinkovic-Savic and Felipe Caicedo after Cristiano Ronaldo's opener | Serie AThis is the official channel for the Serie A, providing all the latest highlights, interviews, news and features to keep you up to date with all things Italian football.Subscribe to the channel here! https://bit.ly/2OM2Eax Find out more about the Serie A at: http://www.legaseriea.it/en/ Questo è il canale ufficiale della Serie A, dove potrai avere accesso ai momenti salienti, alle interviste, alle notizie e alle funzionalità del momento per rimanere aggiornato sulle ultime novità del campionato.Iscriviti qui al canale! https://bit.ly/2OM2EaxPer maggiori infomazioni sulla Serie A: http://www.legaseriea.it/it"
"JCPOYUZTWe4","DONA MARIA RESPONDE 03","2019-12-08T13:00:03.000Z","UC1PZBncaEVEDmY-B9GTZUEg","Badin","22","19.08.12","[none]","39639","6680","31","626","https://i.ytimg.com/vi/JCPOYUZTWe4/default.jpg","False","False","Colonada, tiraram a Dona Maria da costura pra ela responde as perguntas de vocês!"
"LfFsfjOktfE","ALEX TEIXEIRA NO RIO DE JANEIRO | SURPRESA | Últimas Notícias do Vasco da Gama","2019-12-08T08:30:11.000Z","UCUzrTcQHWjvIF_XYTstdlbw","Mario Coelho Vasco","17","19.08.12","canal do vasco|futbolaco vasco|globo esporte vasco|informacoes do vasco|luxemburgo|mario coelho|mario coelho vasco|noticias do vascao|noticias do vasco|noticias do vasco com mario coelho|notícias do vasco da gama|noticias do vasco globo esporte|noticias do vasco hoje|novidades do vasco|ultimas noticias do vasco|vasco|vasco da gama hoje|vasco da gama noticias|vasco hoje|vasco noticias hoje|vasco reforços|VASCO X CHAPECOENSE|alex teixeira no vasco|vascao","60801","12646","89","560","https://i.ytimg.com/vi/LfFsfjOktfE/default.jpg","False","False","● ALEX TEIXEIRA NO RIO DE JANEIRO | SURPRESA | Últimas Notícias do Vasco da Gama✅SORTEIO DE 3 CAMISAS OFICIAIS DO VASCO POR SEMANA:CLIQUE NO LINK ABAIXO E PARTICIPEhttps://www.youtube.com/channel/UCUzrTcQHWjvIF_XYTstdlbw/join✅ INSTAGRAM  https://www.instagram.com/mariocoelhovasco/● CONTRATAÇÕES, REFORÇOS, DISPENSA DE JOGADORES E PATROCÍNIO PRO VASCO EM 2020● Últimas Notícias do Vasco da Gama ● Informações do Vasco da Gama ● Novidades do Vasco da Gama ● Canal Mario Coelho Vasco● VIRE MEMBRO DO CANAL https://www.youtube.com/channel/UCUzrTcQHWjvIF_XYTstdlbw/join● LOJA COM PRODUTOS OFICIAIS DO CANAL:https://www.colab55.com/@mariocoelhovascVIRE SÓCIO DO VASCO: www.sociogigante.com-—Redes Sociais—✅VIRE SÓCIO E PARTICIPE DO SORTEIO DE 3 CAMISAS OFICIAIS DO VASCO POR SEMANA:CLIQUE NO LINK ABAIXO:https://www.youtube.com/channel/UCUzrTcQHWjvIF_XYTstdlbw/join✅ INSTAGRAM  https://www.instagram.com/mariocoelhovasco/✅ TWITTER https://twitter.com/mariocoelhovasc✅ FACEBOOK PAGINA https://www.facebook.com/mariocoelhovasco/✅ GRUPO TELEGRAM: https://t.me/mariocoelhovascocanal✅ FACEBOOK GRUPO https://www.facebook.com/groups/1871209516241158/********************************************************************************************************Email De Contato do Canal para anúncios e parcerias : canalmariocoelhovasco@gmail.com*********************************************************************************************************PATROCINADORES E PARCEIROS DO CANAL:✅INSTAGRAM EMPRESA DE EVENTOS EQUIPE1O:https://www.instagram.com/EQUIPE10PROMO/✅ R$ 5 REAIS DE PRESENTE E O DOBRO NO PRIMEIRO DEPÓSITO PARA JOGADR NA NETBET: http://nbet.co/mariocoelho✅ *INSCREVA-SE NO CANAL* Futebol & Papo Furado: https://www.youtube.com/c/PapoFuradocanal✅ *NAVEGADOR BRAVE* INSTALE NO LINK: https://brave.com/ict266✅ *R$179 DE PRESENTE DO CANA NO AIRBNB* - https://www.airbnb.com.au/c/marioc5938?currency=BRL"
"a-b43qslY-E","APOSTEI UM BEIJO COM ELA NO JOGO DE FUTEBOL, BEIJOU?!","2019-12-07T15:00:01.000Z","UC_spRk_FrMjMRddBt6FHgSg","Junior Manella","24","19.08.12","rezende|rezendeevil|vosso|canal|vossocanal|junior|manella|juniormanella|juninho|manu|irma|do|trollagem|trollando|jogo|são paulo|sao|paulo|levei ela|assistir|o jogo|comigo|pra assistir","315030","41508","482","0","https://i.ytimg.com/vi/a-b43qslY-E/default.jpg","True","False","Galera vcs pediram muito e finalmente saiu!! Levei a Raffa para assistir o jogo do São Paulo comigo!RAFFA: https://www.youtube.com/channel/UCGHTG5VYAUkX8FpDZDmax9gINSTA RAFFA: https://www.instagram.com/raffaelasouza_/?hl=pt-brSE INSCREVA: https://www.youtube.com/channel/UC_spRk_FrMjMRddBt6FHgSg Email: edsonmanella@outlook.comhttp://share.epidemicsound.com/juninhovosso canal : https://www.youtube.com/channel/UCMPPsRQg12IYk2V7vOfx-9AINSTA JUNINHO: https://www.instagram.com/juninhomanella/?hl=enINSTA MANU: https://www.instagram.com/manuellamanella/?hl=en"
"KqRGpEWvbZk","MC Jottapê e Mano Brown - Zé Guaritinha - Free Fire (kondzilla.com)","2019-12-06T16:13:52.000Z","UCffDXn7ycAzwL2LDlbyWOTw","Canal KondZilla","10","19.08.12","kondzilla|videoclipe|lançamento|Funk|Música de Funk|Musica de Funk|Kond|Musica|Música|musicas|músicas|mc|mcs|funks|funk2019|funks2019|músicas de funk|musicas de funk|e camper|zé guaritinha|vou jogar uma granada|Funk freefire|Rap FF|ff Poesia free fire Paródia|El gato Elgato|Nobru|Ubita|LOUD|Mano Brown|Jotappe|Zé guaritinha|Música Passinho Angelical|sentou e gostou|play hard|ei camper","4932595","479049","31414","29551","https://i.ytimg.com/vi/KqRGpEWvbZk/default.jpg","False","False","Por essa vocês não esperavam! Ei, camper, chega pra ouvir Zé Guaritinha do MC Jottapê com o Mano Brown - o funk oficial do Free Fire no Canal KondZilla.Inscreva-se no NOVO CANAL da KondZillahttp://bit.ly/CanalPortalKondZillaLETRA:Quer falar comigo, me chama mais tardePorque agora eu tô jogando Free FireSou top global, eu tô no nível hardOlha o capaTô de AWM na minha mãoE K98 que eu achei no chãoCaí na área azul que é só loot bomMas vou fazer eles quitarHoje eu vou zerar o seu HPTe jogar pro Lobby, lootear vocêMáximo respeito, aqui é o JottaPêJogando Free FireHoje eu vou zerar o seu HPTe jogar pro Lobby, lootear vocêMáximo respeito, aqui é o JottaPêJogando Free FireÊ, camper, Zé GuaritinhaVou lançar uma grana e te explodir nessa casinhaÊ, camper, Zé GuaritinhaVou chamar meus camarada e tu vai voltar pro platinaA selva é a selva, lekEm foco: Diamante, ouro e chequePesado no squad eu busco o recE o tema é: Respeita o MestreÉ peso no arsenalDeixo estrago e amasso até o finalRombos em close, combos em doseTomam e os poser passam malEstamos vivos, estamos firmesNão vim sozinho, é pelo timePalavras que cortam como navalhasEm toda batalha a base é firmeÉ menino monster, conexão quenteSó linha de frenteE eu atras do meu valorPondo terror no oponenteSe a vida é um gameAperta o play, causeO inimigo quer me dar pauseCruzamos favelasPassamos em telasDesde o tempo da lan houseEram sonhadores com um mousePlanejando impérios em escombrosFlutua igual Mohammed AliCom peso do mundo sobre os ombrosPRODUÇÃO MUSICAL:Felipe Junqueira e Samuel FerrariAutores: Felipe Junqueira, Samuel Ferrari, Emicida e KondZillaDIREÇÃO:Guilherme Valente e Julio DenigREDES SOCIAIS: Facebook: https://www.facebook.com/freefirebr/Instagram: https://www.instagram.com/freefirebr_oficial/OUÇA NOSSOS HITS:http://bit.ly/LançamentosFunks2019http://bit.ly/MelhoresFunksKondZilla#Funk #KondZilla #FreeFire #PortalKondZilla  #FavelaVenceu #SomosPluralCopyright © 2019 KondZilla®. Todos os direitos reservados."
